(APIServer pid=1) INFO 08-05 16:40:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=2224, Avg xfer time (ms)=17.824, P90 xfer time (ms)=34.524, Avg post time (ms)=3.508, P90 post time (ms)=5.141, Avg MB per transfer=39.874, Throughput (MB/s)=2237.066, Avg number of descriptors=1275.7
(APIServer pid=1) INFO 08-05 16:43:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=608, Avg xfer time (ms)=17.079, P90 xfer time (ms)=27.123, Avg post time (ms)=11.423, P90 post time (ms)=13.847, Avg MB per transfer=160.0, Throughput (MB/s)=9368.136, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:43:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=608, Avg xfer time (ms)=17.152, P90 xfer time (ms)=27.137, Avg post time (ms)=11.287, P90 post time (ms)=13.814, Avg MB per transfer=160.0, Throughput (MB/s)=9328.313, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:43:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=592, Avg xfer time (ms)=16.875, P90 xfer time (ms)=27.092, Avg post time (ms)=11.028, P90 post time (ms)=13.652, Avg MB per transfer=160.0, Throughput (MB/s)=9481.719, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:44:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=96, Avg xfer time (ms)=17.885, P90 xfer time (ms)=27.654, Avg post time (ms)=11.792, P90 post time (ms)=14.059, Avg MB per transfer=160.0, Throughput (MB/s)=8946.18, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:44:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=23.944, P90 xfer time (ms)=27.765, Avg post time (ms)=23.698, P90 post time (ms)=27.487, Avg MB per transfer=320.0, Throughput (MB/s)=13364.719, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:44:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=23.974, P90 xfer time (ms)=27.737, Avg post time (ms)=23.721, P90 post time (ms)=27.485, Avg MB per transfer=320.0, Throughput (MB/s)=13347.735, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:44:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=23.927, P90 xfer time (ms)=27.803, Avg post time (ms)=23.684, P90 post time (ms)=27.522, Avg MB per transfer=320.0, Throughput (MB/s)=13373.869, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=24.75, P90 xfer time (ms)=28.989, Avg post time (ms)=24.487, P90 post time (ms)=28.751, Avg MB per transfer=311.486, Throughput (MB/s)=12585.187, Avg number of descriptors=9965.4
(APIServer pid=1) INFO 08-05 16:45:12 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.613, P90 xfer time (ms)=29.24, Avg post time (ms)=25.369, P90 post time (ms)=29.031, Avg MB per transfer=320.0, Throughput (MB/s)=12493.859, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:22 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.654, P90 xfer time (ms)=29.082, Avg post time (ms)=25.409, P90 post time (ms)=28.878, Avg MB per transfer=320.0, Throughput (MB/s)=12473.452, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=25.679, P90 xfer time (ms)=28.523, Avg post time (ms)=25.439, P90 post time (ms)=28.323, Avg MB per transfer=320.0, Throughput (MB/s)=12461.499, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.656, P90 xfer time (ms)=28.84, Avg post time (ms)=25.4, P90 post time (ms)=28.618, Avg MB per transfer=320.0, Throughput (MB/s)=12472.78, Avg number of descriptors=10240.0
