(APIServer pid=1) INFO 08-05 16:40:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=2224, Avg xfer time (ms)=17.824, P90 xfer time (ms)=34.524, Avg post time (ms)=3.508, P90 post time (ms)=5.141, Avg MB per transfer=39.874, Throughput (MB/s)=2237.066, Avg number of descriptors=1275.7
(APIServer pid=1) INFO 08-05 16:43:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=608, Avg xfer time (ms)=17.079, P90 xfer time (ms)=27.123, Avg post time (ms)=11.423, P90 post time (ms)=13.847, Avg MB per transfer=160.0, Throughput (MB/s)=9368.136, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:43:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=608, Avg xfer time (ms)=17.152, P90 xfer time (ms)=27.137, Avg post time (ms)=11.287, P90 post time (ms)=13.814, Avg MB per transfer=160.0, Throughput (MB/s)=9328.313, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:43:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=592, Avg xfer time (ms)=16.875, P90 xfer time (ms)=27.092, Avg post time (ms)=11.028, P90 post time (ms)=13.652, Avg MB per transfer=160.0, Throughput (MB/s)=9481.719, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:44:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=96, Avg xfer time (ms)=17.885, P90 xfer time (ms)=27.654, Avg post time (ms)=11.792, P90 post time (ms)=14.059, Avg MB per transfer=160.0, Throughput (MB/s)=8946.18, Avg number of descriptors=5120.0
(APIServer pid=1) INFO 08-05 16:44:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=23.944, P90 xfer time (ms)=27.765, Avg post time (ms)=23.698, P90 post time (ms)=27.487, Avg MB per transfer=320.0, Throughput (MB/s)=13364.719, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:44:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=23.974, P90 xfer time (ms)=27.737, Avg post time (ms)=23.721, P90 post time (ms)=27.485, Avg MB per transfer=320.0, Throughput (MB/s)=13347.735, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:44:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=23.927, P90 xfer time (ms)=27.803, Avg post time (ms)=23.684, P90 post time (ms)=27.522, Avg MB per transfer=320.0, Throughput (MB/s)=13373.869, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=24.75, P90 xfer time (ms)=28.989, Avg post time (ms)=24.487, P90 post time (ms)=28.751, Avg MB per transfer=311.486, Throughput (MB/s)=12585.187, Avg number of descriptors=9965.4
(APIServer pid=1) INFO 08-05 16:45:12 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.613, P90 xfer time (ms)=29.24, Avg post time (ms)=25.369, P90 post time (ms)=29.031, Avg MB per transfer=320.0, Throughput (MB/s)=12493.859, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:22 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.654, P90 xfer time (ms)=29.082, Avg post time (ms)=25.409, P90 post time (ms)=28.878, Avg MB per transfer=320.0, Throughput (MB/s)=12473.452, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=296, Avg xfer time (ms)=25.679, P90 xfer time (ms)=28.523, Avg post time (ms)=25.439, P90 post time (ms)=28.323, Avg MB per transfer=320.0, Throughput (MB/s)=12461.499, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=288, Avg xfer time (ms)=25.656, P90 xfer time (ms)=28.84, Avg post time (ms)=25.4, P90 post time (ms)=28.618, Avg MB per transfer=320.0, Throughput (MB/s)=12472.78, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:45:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=216, Avg xfer time (ms)=25.678, P90 xfer time (ms)=28.727, Avg post time (ms)=25.371, P90 post time (ms)=28.458, Avg MB per transfer=320.0, Throughput (MB/s)=12462.18, Avg number of descriptors=10240.0
(APIServer pid=1) INFO 08-05 16:46:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=80, Avg xfer time (ms)=47.726, P90 xfer time (ms)=55.223, Avg post time (ms)=47.453, P90 post time (ms)=54.988, Avg MB per transfer=640.0, Throughput (MB/s)=13409.902, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:46:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=47.58, P90 xfer time (ms)=54.809, Avg post time (ms)=47.308, P90 post time (ms)=54.454, Avg MB per transfer=640.0, Throughput (MB/s)=13450.957, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=48.003, P90 xfer time (ms)=54.573, Avg post time (ms)=47.729, P90 post time (ms)=54.343, Avg MB per transfer=640.0, Throughput (MB/s)=13332.553, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:12 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=47.735, P90 xfer time (ms)=54.682, Avg post time (ms)=47.473, P90 post time (ms)=54.393, Avg MB per transfer=640.0, Throughput (MB/s)=13407.423, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:22 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=47.055, P90 xfer time (ms)=54.708, Avg post time (ms)=46.776, P90 post time (ms)=54.331, Avg MB per transfer=640.0, Throughput (MB/s)=13601.069, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=43.896, P90 xfer time (ms)=55.305, Avg post time (ms)=43.628, P90 post time (ms)=54.965, Avg MB per transfer=640.0, Throughput (MB/s)=14579.96, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=44.404, P90 xfer time (ms)=55.124, Avg post time (ms)=44.14, P90 post time (ms)=54.89, Avg MB per transfer=640.0, Throughput (MB/s)=14413.221, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:47:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=44.114, P90 xfer time (ms)=54.137, Avg post time (ms)=43.826, P90 post time (ms)=53.781, Avg MB per transfer=640.0, Throughput (MB/s)=14507.992, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=44.01, P90 xfer time (ms)=53.961, Avg post time (ms)=43.726, P90 post time (ms)=53.601, Avg MB per transfer=640.0, Throughput (MB/s)=14542.089, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:12 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=43.901, P90 xfer time (ms)=53.913, Avg post time (ms)=43.62, P90 post time (ms)=53.673, Avg MB per transfer=640.0, Throughput (MB/s)=14578.221, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:22 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=43.821, P90 xfer time (ms)=53.958, Avg post time (ms)=43.538, P90 post time (ms)=53.768, Avg MB per transfer=640.0, Throughput (MB/s)=14604.938, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:32 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=44.763, P90 xfer time (ms)=53.976, Avg post time (ms)=44.481, P90 post time (ms)=53.593, Avg MB per transfer=640.0, Throughput (MB/s)=14297.389, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:42 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=46.415, P90 xfer time (ms)=54.082, Avg post time (ms)=46.14, P90 post time (ms)=53.772, Avg MB per transfer=640.0, Throughput (MB/s)=13788.522, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:48:52 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=47.025, P90 xfer time (ms)=53.974, Avg post time (ms)=46.767, P90 post time (ms)=53.707, Avg MB per transfer=640.0, Throughput (MB/s)=13609.88, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:49:02 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=46.977, P90 xfer time (ms)=54.222, Avg post time (ms)=46.698, P90 post time (ms)=53.921, Avg MB per transfer=640.0, Throughput (MB/s)=13623.752, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:49:12 [metrics.py:103] KV Transfer metrics: Num successful transfers=136, Avg xfer time (ms)=47.255, P90 xfer time (ms)=54.621, Avg post time (ms)=46.994, P90 post time (ms)=54.285, Avg MB per transfer=640.0, Throughput (MB/s)=13543.479, Avg number of descriptors=20480.0
(APIServer pid=1) INFO 08-05 16:49:22 [metrics.py:103] KV Transfer metrics: Num successful transfers=144, Avg xfer time (ms)=47.56, P90 xfer time (ms)=54.451, Avg post time (ms)=47.286, P90 post time (ms)=54.134, Avg MB per transfer=640.0, Throughput (MB/s)=13456.594, Avg number of descriptors=20480.0
